Washer	BBox	0.4229	0.1379	0.4744	0.2296
Washer	BBox	0.4838	0.1972	0.5333	0.2842
Washer	BBox	0.4817	0.4657	0.5312	0.55
Washer	BBox	0.3572	0.4388	0.4067	0.5231
Washer	BBox	0.7	0.1444	0.7489	0.2333
Washer	BBox	0.5927	0.6703	0.6427	0.7555
Washer	BBox	0.6875	0.724	0.7364	0.8092
Washer	BBox	0.7473	0.8833	0.7942	0.9675
Screw	BBox	0.3406	0.6712	0.3708	0.7879
Screw	BBox	0.7463	0.4083	0.8145	0.4574
Screw	BBox	0.7182	0.8324	0.752	0.9527
Screw	BBox	0.7098	0.1879	0.776	0.2703
Screw	BBox	0.3875	0.2805	0.4197	0.4018
Nut	BBox	0.3822	0.2277	0.413	0.2805
Nut	BBox	0.4187	0.2444	0.4484	0.2972
Nut	BBox	0.4322	0.5027	0.4625	0.5537
Nut	BBox	0.7822	0.2537	0.814	0.312
Nut	BBox	0.8187	0.3805	0.851	0.4333
