Screw	BBox	0.6385	0.062	0.7026	0.149
Screw	BBox	0.6729	0.2009	0.7239	0.3185
Screw	BBox	0.4395	0.3555	0.5078	0.4046
Screw	BBox	0.4708	0.5055	0.5375	0.5611
Screw	BBox	0.3531	0.6675	0.4151	0.749
Nut	BBox	0.6015	0.075	0.6333	0.1277
Nut	BBox	0.7286	0.4111	0.7604	0.4703
Nut	BBox	0.563	0.4592	0.5942	0.5092
Nut	BBox	0.5958	0.4638	0.625	0.5185
Nut	BBox	0.4526	0.4601	0.4812	0.5148
Nut	BBox	0.5354	0.6296	0.5651	0.6861
Nut	BBox	0.5739	0.6398	0.6052	0.6925
Nut	BBox	0.7161	0.7148	0.7463	0.7694
Washer	BBox	0.4499	0.2898	0.4979	0.3722
Washer	BBox	0.5479	0.25	0.5994	0.3398
Washer	BBox	0.5104	0.349	0.5604	0.4388
Washer	BBox	0.5677	0.3592	0.6161	0.4435
Washer	BBox	0.489	0.4277	0.5348	0.512
Washer	BBox	0.4427	0.5731	0.4921	0.6601
Washer	BBox	0.4958	0.5351	0.5437	0.6212
Washer	BBox	0.5609	0.5212	0.6114	0.6092
Washer	BBox	0.6046	0.5611	0.6557	0.649
Washer	BBox	0.3697	0.8648	0.4182	0.9481
Nut	BBox	0.1979	0.1713	0.2245	0.2222
