Washer	BBox	0.4161	0.1203	0.4609	0.2009
Washer	BBox	0.2135	0.4018	0.2567	0.4833
Nut	BBox	0.1921	0.5685	0.2187	0.6166
Nut	BBox	0.325	0.4018	0.351	0.4509
Nut	BBox	0.5802	0.3879	0.6093	0.4361
Nut	BBox	0.2401	0.2935	0.2661	0.3416
Screw	BBox	0.3166	0.1722	0.3718	0.2342
Screw	BBox	0.264	0.2833	0.302	0.3861
Screw	BBox	0.1843	0.462	0.2088	0.5657
Screw	BBox	0.2192	0.5842	0.2807	0.6314
Screw	BBox	0.1802	0.6009	0.2151	0.7037
Screw	BBox	0.1937	0.7083	0.2218	0.8166
Screw	BBox	0.2192	0.7851	0.2557	0.8953
Screw	BBox	0.6374	0.7194	0.6979	0.7787
