Screw	BBox	0.3828	0.0736	0.4359	0.125
Screw	BBox	0.3507	0.1819	0.3921	0.2708
Screw	BBox	0.2109	0.3458	0.2648	0.3972
Screw	BBox	0.4875	0.4902	0.5359	0.568
Screw	BBox	0.507	0.7958	0.5601	0.8319
Screw	BBox	0.3164	0.7847	0.3578	0.875
Screw	BBox	0.1468	0.3555	0.171	0.4513
Screw	BBox	0.1468	0.6069	0.1789	0.7
Nut	BBox	0.2851	0.1236	0.3101	0.168
Nut	BBox	0.2226	0.1736	0.2484	0.2236
Nut	BBox	0.2789	0.5152	0.3039	0.5611
Nut	BBox	0.407	0.5583	0.4343	0.6097
Nut	BBox	0.6046	0.4833	0.6296	0.5319
Nut	BBox	0.4835	0.593	0.5093	0.6472
Nut	BBox	0.4624	0.7416	0.4906	0.7944
Nut	BBox	0.4585	0.8597	0.4828	0.9111
Nut	BBox	0.2976	0.8055	0.3218	0.8513
Washer	BBox	0.4687	0.325	0.5109	0.4
Washer	BBox	0.5789	0.3458	0.6195	0.4236
Washer	BBox	0.3648	0.475	0.4054	0.5527
Washer	BBox	0.1781	0.6819	0.2187	0.7555
Washer	BBox	0.2617	0.8138	0.3	0.8888
Nut	BBox	0.1671	0.4444	0.189	0.4888
