Nut	BBox	0.2937	0.1416	0.325	0.2009
Nut	BBox	0.6276	0.4407	0.6572	0.5009
Nut	BBox	0.689	0.6759	0.7187	0.7259
Nut	BBox	0.725	0.6638	0.7546	0.7212
Nut	BBox	0.3026	0.7814	0.3307	0.8342
Nut	BBox	0.3557	0.8759	0.3854	0.9296
Washer	BBox	0.2276	0.299	0.275	0.3824
Washer	BBox	0.326	0.3722	0.3734	0.4583
Washer	BBox	0.4229	0.362	0.4713	0.4481
Washer	BBox	0.5671	0.4824	0.6166	0.5694
Washer	BBox	0.6885	0.4259	0.7369	0.512
Washer	BBox	0.6156	0.725	0.663	0.8101
Washer	BBox	0.6796	0.7435	0.7307	0.8287
Washer	BBox	0.4333	0.8962	0.4796	0.9777
Screw	BBox	0.2614	0.2851	0.3114	0.3861
Screw	BBox	0.6364	0.1851	0.6864	0.3009
Screw	BBox	0.7104	0.5564	0.7348	0.674
Screw	BBox	0.3505	0.7777	0.4052	0.8722
Screw	BBox	0.388	0.8499	0.4437	0.9398
