Nut	BBox	0.552	0.3175	0.5859	0.3805
Nut	BBox	0.65	0.4037	0.6812	0.4629
Nut	BBox	0.7156	0.5509	0.7489	0.6092
Nut	BBox	0.6864	0.6287	0.7151	0.6907
Nut	BBox	0.7963	0.6379	0.826	0.7018
Nut	BBox	0.5015	0.7777	0.5348	0.8379
Nut	BBox	0.1057	0.2129	0.1338	0.2638
Nut	BBox	0.0708	0.3055	0.1005	0.3629
Nut	BBox	0.1197	0.3092	0.1473	0.3638
Nut	BBox	0.1895	0.2935	0.2187	0.349
Nut	BBox	0.1104	0.4	0.1385	0.4509
Nut	BBox	0.1395	0.4518	0.1682	0.512
Washer	BBox	0.3927	0.25	0.4447	0.3444
Washer	BBox	0.5682	0.1083	0.6203	0.2009
Washer	BBox	0.4958	0.4527	0.5489	0.5444
Washer	BBox	0.5515	0.5398	0.6036	0.6305
Washer	BBox	0.7854	0.2212	0.8401	0.3175
Washer	BBox	0.6666	0.7462	0.7171	0.8361
Washer	BBox	0.8265	0.649	0.876	0.7407
Washer	BBox	0.3906	0.8314	0.4447	0.9231
Washer	BBox	0.5911	0.9546	0.6432	0.9972
Screw	BBox	0.6307	0.0296	0.7	0.1018
Screw	BBox	0.7958	0.6935	0.8645	0.8027
Screw	BBox	0.3072	0.624	0.3656	0.7314
Screw	BBox	0.325	0.6592	0.3703	0.774
Screw	BBox	0.7447	0.2722	0.8171	0.3601
