Screw	BBox	0.4828	0.2101	0.5437	0.2462
Screw	BBox	0.6828	0.1231	0.7375	0.2111
Screw	BBox	0.5171	0.5111	0.5791	0.5712
Screw	BBox	0.6593	0.5481	0.7187	0.6092
Screw	BBox	0.439	0.8537	0.4901	0.937
Screw	BBox	0.4359	0.9398	0.4937	0.9777
Washer	BBox	0.4046	0.6129	0.4484	0.6907
Washer	BBox	0.5765	0.7388	0.6197	0.8175
Washer	BBox	0.6494	0.3787	0.6963	0.4601
Washer	BBox	0.5494	0.5351	0.5947	0.6166
Washer	BBox	0.4921	0.1398	0.538	0.2138
Washer	BBox	0.4682	0.3101	0.5119	0.3907
Washer	BBox	0.4906	0.3879	0.5333	0.4638
Washer	BBox	0.5442	0.2861	0.588	0.3657
Washer	BBox	0.5437	0.3879	0.589	0.4694
Nut	BBox	0.5135	0.3	0.5406	0.35
Nut	BBox	0.527	0.3574	0.5541	0.4083
Nut	BBox	0.7749	0.3287	0.8031	0.3796
Nut	BBox	0.3609	0.4972	0.3885	0.5435
Nut	BBox	0.4656	0.8925	0.4901	0.9444
Nut	BBox	0.5713	0.9148	0.5984	0.9601
Nut	BBox	0.5385	0.1666	0.5666	0.2194
Washer	BBox	0.677	0.587	0.7208	0.6601
