Screw	BBox	0.2328	0.1851	0.2989	0.2787
Screw	BBox	0.2098	0.5277	0.2463	0.6527
Nut	BBox	0.3119	0.1092	0.3458	0.1712
Nut	BBox	0.3312	0.0675	0.3635	0.1268
Screw	BBox	0.5666	0.0916	0.6354	0.1694
Screw	BBox	0.4442	0.4935	0.513	0.5703
Screw	BBox	0.514	0.4712	0.552	0.5962
Screw	BBox	0.5385	0.4814	0.6088	0.537
Screw	BBox	0.7942	0.375	0.8343	0.4981
Screw	BBox	0.7968	0.5018	0.8296	0.6259
Screw	BBox	0.4395	0.8166	0.4682	0.9518
Screw	BBox	0.5765	0.9055	0.6453	0.9972
Washer	BBox	0.4156	0.3814	0.4682	0.4731
Washer	BBox	0.5322	0.3555	0.5843	0.4481
Washer	BBox	0.452	0.5907	0.5031	0.6833
Screw	BBox	0.5411	0.6009	0.6114	0.6712
Nut	BBox	0.5505	0.6527	0.5822	0.7083
