Nut	BBox	0.3026	0.1935	0.3348	0.25
Nut	BBox	0.2562	0.3509	0.2848	0.4074
Nut	BBox	0.2531	0.4935	0.2828	0.5509
Nut	BBox	0.4536	0.5518	0.4854	0.6074
Nut	BBox	0.7406	0.1462	0.7734	0.2046
Nut	BBox	0.7781	0.25	0.8093	0.3083
Nut	BBox	0.7598	0.3685	0.7921	0.424
Nut	BBox	0.7484	0.7759	0.7776	0.8314
Screw	BBox	0.2708	0.3546	0.3046	0.475
Screw	BBox	0.338	0.7138	0.3885	0.825
Screw	BBox	0.6973	0.7574	0.7567	0.8629
Screw	BBox	0.8	0.437	0.8609	0.5407
Screw	BBox	0.6781	0.0694	0.7307	0.1888
Washer	BBox	0.6213	0.1037	0.675	0.1916
Washer	BBox	0.3822	0.85	0.4317	0.9324
Washer	BBox	0.4125	0.5731	0.4619	0.6629
Washer	BBox	0.7812	0.3019	0.8328	0.3935
Nut	BBox	0.1505	0.1269	0.1813	0.1806
Screw	BBox	0.2427	0.0185	0.2776	0.1185
Screw	BBox	0.1641	0.0315	0.2068	0.1324
