Screw	BBox	0.4479	0.1055	0.4802	0.2166
Screw	BBox	0.3427	0.4416	0.3828	0.55
Screw	BBox	0.3447	0.6157	0.3958	0.7083
Screw	BBox	0.3729	0.762	0.4062	0.8675
Screw	BBox	0.413	0.8638	0.4723	0.8972
Nut	BBox	0.4822	0.2685	0.5125	0.3203
Nut	BBox	0.4302	0.3861	0.4593	0.437
Nut	BBox	0.4104	0.4712	0.4406	0.5185
Nut	BBox	0.3906	0.512	0.4182	0.562
Nut	BBox	0.4713	0.5648	0.4984	0.6166
Nut	BBox	0.4572	0.6277	0.4859	0.6777
Nut	BBox	0.5671	0.7138	0.5947	0.7675
Nut	BBox	0.3385	0.6527	0.3656	0.7
Nut	BBox	0.4437	0.8916	0.4697	0.9388
Nut	BBox	0.5229	0.8388	0.5473	0.8833
Washer	BBox	0.3541	0.3444	0.3979	0.4231
Washer	BBox	0.3901	0.3944	0.4338	0.4722
Washer	BBox	0.3333	0.5342	0.3776	0.6111
Washer	BBox	0.4807	0.8435	0.5213	0.9203
Washer	BBox	0.5473	0.7953	0.5927	0.8712
Washer	BBox	0.5375	0.8796	0.5807	0.9574
Nut	BBox	0.2974	0	0.3203	0.0222
Nut	BBox	0.3234	0	0.349	0.0491
