Washer	BBox	0.3776	0.3388	0.4265	0.4268
Washer	BBox	0.4885	0.4342	0.5369	0.525
Washer	BBox	0.4921	0.099	0.5458	0.1916
Washer	BBox	0.5395	0.1916	0.5885	0.2787
Washer	BBox	0.7494	0.2675	0.7973	0.3574
Washer	BBox	0.5536	0.6953	0.6015	0.7787
Washer	BBox	0.6317	0.8	0.6786	0.8833
Nut	BBox	0.4411	0.1546	0.475	0.2111
Nut	BBox	0.4723	0.1907	0.5046	0.2453
Nut	BBox	0.438	0.4379	0.4703	0.4935
Nut	BBox	0.8135	0.4175	0.8432	0.4694
Nut	BBox	0.8197	0.5537	0.85	0.6092
Screw	BBox	0.4229	0.2111	0.4708	0.3203
Screw	BBox	0.3348	0.5564	0.3656	0.6722
Screw	BBox	0.75	0.3953	0.8151	0.4425
Screw	BBox	0.7531	0.5398	0.8171	0.5999
Screw	BBox	0.6437	0.9129	0.6651	0.9999
