Nut	BBox	0.1166	0.124	0.1416	0.1731
Nut	BBox	0.139	0.1509	0.1635	0.2009
Nut	BBox	0.1583	0.1842	0.1822	0.2342
Screw	BBox	0.2208	0.0027	0.2432	0.0851
Screw	BBox	0.577	0.0842	0.613	0.2092
Screw	BBox	0.4979	0.3916	0.5604	0.4907
Nut	BBox	0.4661	0.3898	0.4979	0.4425
Nut	BBox	0.4447	0.5148	0.477	0.5703
Washer	BBox	0.4906	0.5546	0.5406	0.6444
Washer	BBox	0.489	0.4537	0.5401	0.5453
Nut	BBox	0.5093	0.3453	0.5411	0.4
Washer	BBox	0.5348	0.3712	0.5859	0.4629
Washer	BBox	0.5739	0.4379	0.6239	0.5277
Nut	BBox	0.5432	0.5111	0.576	0.5676
