Screw	BBox	0.4023	0.1597	0.4617	0.1972
Screw	BBox	0.2601	0.2736	0.3062	0.3666
Screw	BBox	0.321	0.4236	0.3796	0.4861
Screw	BBox	0.6273	0.2638	0.6828	0.3444
Screw	BBox	0.646	0.418	0.7093	0.4652
Screw	BBox	0.7046	0.393	0.7351	0.5013
Screw	BBox	0.4937	0.5819	0.5546	0.6236
Screw	BBox	0.4359	0.6041	0.4851	0.6999
Screw	BBox	0.6992	0.7027	0.721	0.8125
Screw	BBox	0.2046	0.6513	0.2296	0.7569
Nut	BBox	0.3867	0.2486	0.4132	0.293
Nut	BBox	0.5375	0.2041	0.564	0.2513
Nut	BBox	0.4453	0.318	0.4726	0.3652
Nut	BBox	0.246	0.4833	0.271	0.5333
Nut	BBox	0.307	0.7166	0.3343	0.7652
Nut	BBox	0.4671	0.8013	0.496	0.8513
Nut	BBox	0.5398	0.7222	0.5695	0.7708
Nut	BBox	0.5585	0.8416	0.5843	0.8944
Nut	BBox	0.6453	0.868	0.6726	0.9208
Nut	BBox	0.7	0.6319	0.7273	0.6777
Washer	BBox	0.4164	0.5083	0.4601	0.5916
Washer	BBox	0.482	0.3763	0.5265	0.4555
Washer	BBox	0.3601	0.7916	0.4046	0.868
Washer	BBox	0.275	0.8916	0.321	0.9708
Washer	BBox	0.3445	0.9583	0.3898	0.9986
