Screw	BBox	0.4989	0.4851	0.5234	0.6055
Screw	BBox	0.5203	0.4324	0.5552	0.5564
Washer	BBox	0.2703	0.4861	0.3187	0.5768
Washer	BBox	0.4354	0.4666	0.4869	0.5592
Washer	BBox	0.3067	0.7166	0.3557	0.8083
Washer	BBox	0.6359	0.5027	0.688	0.5935
Washer	BBox	0.7427	0.4388	0.7937	0.5314
Washer	BBox	0.6062	0.687	0.6583	0.7731
Washer	BBox	0.7104	0.7175	0.7635	0.8083
Washer	BBox	0.6015	0.1694	0.6536	0.2601
Nut	BBox	0.5687	0.174	0.5994	0.2314
Nut	BBox	0.6495	0.2315	0.6818	0.2889
Nut	BBox	0.7234	0.1888	0.7546	0.2444
Nut	BBox	0.337	0.4213	0.3698	0.4806
Nut	BBox	0.4682	0.3537	0.4989	0.4101
Nut	BBox	0.4114	0.8888	0.4432	0.9453
Nut	BBox	0.5515	0.699	0.5812	0.7574
Nut	BBox	0.7114	0.8222	0.7447	0.8777
