Screw	BBox	0.332	0.1861	0.3765	0.2777
Screw	BBox	0.3585	0.3	0.3835	0.4069
Screw	BBox	0.4507	0.3527	0.4851	0.4611
Screw	BBox	0.5984	0.3986	0.6351	0.5027
Screw	BBox	0.5335	0.0055	0.5781	0.0847
Screw	BBox	0.5804	0.0055	0.632	0.0763
Screw	BBox	0.6546	0.0347	0.7117	0.1055
Screw	BBox	0.7406	0.1416	0.7679	0.2527
Screw	BBox	0.7562	0.4736	0.8187	0.5138
Screw	BBox	0.7578	0.6236	0.7804	0.7319
Nut	BBox	0.6929	0.1666	0.7195	0.2236
Nut	BBox	0.7578	0.1958	0.7828	0.2472
Nut	BBox	0.5625	0.0013	0.5882	0.043
Nut	BBox	0.45	0.0583	0.4773	0.1097
Nut	BBox	0.3359	0.5333	0.364	0.5833
Nut	BBox	0.3343	0.6375	0.3625	0.693
Nut	BBox	0.4984	0.6583	0.5273	0.7041
Nut	BBox	0.4429	0.3083	0.471	0.3555
Nut	BBox	0.6859	0.7944	0.714	0.8444
Nut	BBox	0.7898	0.5166	0.8187	0.5625
Washer	BBox	0.514	0.3083	0.5585	0.3861
Washer	BBox	0.4742	0.3597	0.5164	0.4444
Washer	BBox	0.6117	0.468	0.6546	0.5472
Washer	BBox	0.5101	0.5625	0.5531	0.6402
Washer	BBox	0.375	0.7208	0.4195	0.8
Screw	BBox	0.5835	0.8722	0.6421	0.9236
