Nut	BBox	0.2916	0.1175	0.3244	0.1731
Nut	BBox	0.2786	0.1638	0.3109	0.2222
Screw	BBox	0.2109	0.2527	0.2729	0.3574
Screw	BBox	0.5291	0.0481	0.5947	0.1407
Washer	BBox	0.4093	0.3916	0.4614	0.4842
Washer	BBox	0.5218	0.3287	0.5734	0.4212
Washer	BBox	0.4682	0.5851	0.5208	0.6768
Screw	BBox	0.2208	0.6064	0.2656	0.7287
Screw	BBox	0.4499	0.4833	0.5156	0.5759
Screw	BBox	0.5135	0.4518	0.5598	0.5759
Screw	BBox	0.5411	0.437	0.6088	0.512
Screw	BBox	0.5557	0.5703	0.6255	0.6296
Screw	BBox	0.7781	0.2685	0.827	0.3842
Screw	BBox	0.8	0.3861	0.827	0.5064
Screw	BBox	0.4838	0.8166	0.5135	0.9481
Screw	BBox	0.6223	0.8601	0.6921	0.9509
Nut	BBox	0.5687	0.6166	0.6005	0.6722
