Screw	BBox	0.2054	0.5763	0.2578	0.6124
Screw	BBox	0.2062	0.6069	0.2578	0.6666
Screw	BBox	0.2898	0.8583	0.3335	0.9375
Screw	BBox	0.6382	0.5527	0.6632	0.6444
Screw	BBox	0.6023	0.7333	0.6343	0.8208
Screw	BBox	0.6187	0.425	0.6406	0.518
Nut	BBox	0.225	0.6388	0.2515	0.6861
Nut	BBox	0.3757	0.843	0.4015	0.893
Nut	BBox	0.4273	0.9194	0.4515	0.9694
Nut	BBox	0.3992	0.3263	0.4242	0.3694
Nut	BBox	0.6007	0.3472	0.6257	0.3972
Nut	BBox	0.6265	0.3444	0.6515	0.3916
Washer	BBox	0.2742	0.3972	0.314	0.4708
Washer	BBox	0.3554	0.7013	0.3953	0.7749
Washer	BBox	0.4109	0.5305	0.4507	0.6055
Washer	BBox	0.5445	0.6513	0.5835	0.7249
Washer	BBox	0.4718	0.3277	0.5117	0.4013
