Nut	BBox	0.8296	0.3609	0.8671	0.4281
Nut	BBox	0.5171	0.3953	0.5546	0.4578
Washer	BBox	0.5531	0.4062	0.6078	0.5078
Washer	BBox	0.4624	0.5	0.5203	0.5968
Screw	BBox	0.4906	0.525	0.5531	0.6468
Nut	BBox	0.5359	0.5625	0.5703	0.6265
Nut	BBox	0.5125	0.6203	0.55	0.6812
Washer	BBox	0.5609	0.5875	0.6187	0.689
Nut	BBox	0.4546	0.689	0.4921	0.7546
Nut	BBox	0.475	0.7437	0.5125	0.8062
Nut	BBox	0.7562	0.6656	0.7937	0.7296
Washer	BBox	0.5093	0.689	0.5671	0.789
Screw	BBox	0.5651	0.6917	0.6375	0.7889
Screw	BBox	0.5188	0.7463	0.5943	0.8324
Nut	BBox	0.5859	0.775	0.6234	0.839
Nut	BBox	0.5296	0.8734	0.564	0.9406
Washer	BBox	0.7671	0.7421	0.8265	0.8453
Washer	BBox	0.1609	0.0093	0.2125	0.0937
Nut	BBox	0.1703	0.1015	0.2015	0.1609
Nut	BBox	0.2375	0.0859	0.2687	0.1437
