Washer	BBox	0.2953	0.7916	0.3398	0.8666
Washer	BBox	0.3968	0.5597	0.4406	0.6402
Washer	BBox	0.5406	0.7666	0.5859	0.8472
Washer	BBox	0.489	0.5486	0.5359	0.6291
Washer	BBox	0.5312	0.4208	0.5789	0.5013
Screw	BBox	0.2875	0.1875	0.3468	0.2263
Screw	BBox	0.4062	0.0722	0.4531	0.1708
Screw	BBox	0.5281	0.1541	0.571	0.2472
Screw	BBox	0.5664	0.1138	0.5867	0.2152
Screw	BBox	0.6757	0.2777	0.7359	0.3152
Screw	BBox	0.7382	0.4486	0.7648	0.5569
Screw	BBox	0.45	0.4944	0.4812	0.6027
Screw	BBox	0.4289	0.5277	0.4632	0.6361
Screw	BBox	0.2664	0.6069	0.2968	0.7125
Screw	BBox	0.3046	0.768	0.364	0.8
Screw	BBox	0.307	0.8638	0.371	0.9388
Nut	BBox	0.2546	0.7027	0.2812	0.75
Nut	BBox	0.5234	0.6152	0.5523	0.6694
Nut	BBox	0.5539	0.5847	0.5843	0.6347
Nut	BBox	0.7023	0.5277	0.732	0.5763
Nut	BBox	0.6	0.7069	0.6289	0.7569
Nut	BBox	0.6398	0.8236	0.6671	0.875
Nut	BBox	0.4835	0.8097	0.5109	0.8583
Nut	BBox	0.5304	0.1083	0.557	0.1555
Nut	BBox	0.6898	0.2361	0.7164	0.2847
Nut	BBox	0.5835	0.4	0.6156	0.4597
