Washer	BBox	0.3968	0.0666	0.4489	0.1583
Washer	BBox	0.3083	0.2722	0.3578	0.3638
Nut	BBox	0.2489	0.4074	0.2791	0.4657
Nut	BBox	0.4645	0.3629	0.4968	0.4185
Nut	BBox	0.5421	0.4277	0.5739	0.4824
Washer	BBox	0.4989	0.2583	0.5505	0.349
Washer	BBox	0.5604	0.0787	0.6125	0.1722
Washer	BBox	0.6265	0.1814	0.6776	0.2731
Washer	BBox	0.4567	0.4435	0.5072	0.5333
Washer	BBox	0.4984	0.5398	0.5489	0.6287
Washer	BBox	0.6593	0.4453	0.7109	0.537
Washer	BBox	0.6015	0.7342	0.652	0.8231
Washer	BBox	0.3802	0.8287	0.4286	0.9157
