Nut	BBox	0.1677	0.1379	0.1942	0.1898
Nut	BBox	0.2697	0.4472	0.302	0.5027
Nut	BBox	0.3833	0.4435	0.4145	0.5018
Nut	BBox	0.5479	0.3203	0.5786	0.3814
Nut	BBox	0.5421	0.5296	0.5755	0.5805
Nut	BBox	0.5906	0.5611	0.6229	0.6203
Nut	BBox	0.5427	0.587	0.576	0.6453
Nut	BBox	0.6098	0.7333	0.6421	0.7879
Nut	BBox	0.4	0.8518	0.4312	0.9083
Washer	BBox	0.451	0.2842	0.5015	0.3722
Washer	BBox	0.539	0.2194	0.5885	0.3064
Washer	BBox	0.6958	0.5805	0.7479	0.674
Washer	BBox	0.5828	0.4009	0.6338	0.4879
Washer	BBox	0.4869	0.4944	0.5364	0.5805
Washer	BBox	0.3375	0.4481	0.3859	0.5361
Washer	BBox	0.4005	0.5083	0.45	0.5981
Washer	BBox	0.4333	0.5787	0.4828	0.6703
Washer	BBox	0.4828	0.7074	0.5338	0.7935
Washer	BBox	0.426	0.7861	0.4776	0.8722
Screw	BBox	0.3114	0.137	0.364	0.2546
Screw	BBox	0.8046	0.6564	0.852	0.775
Screw	BBox	0.1583	0.3259	0.2073	0.3981
