Nut	BBox	0.1536	0.1259	0.1817	0.1768
Washer	BBox	0.2697	0.0648	0.3093	0.1425
Screw	BBox	0.2875	0.4657	0.3187	0.5833
Screw	BBox	0.7016	0.0111	0.7719	0.0824
Screw	BBox	0.7187	0.0611	0.7859	0.1213
Screw	BBox	0.7245	0.0963	0.7937	0.1713
Screw	BBox	0.8369	0.6027	0.8755	0.724
Nut	BBox	0.538	0.4574	0.5692	0.512
Washer	BBox	0.5703	0.424	0.6213	0.5157
Nut	BBox	0.5473	0.5666	0.5786	0.625
Washer	BBox	0.5609	0.6092	0.6109	0.6972
Nut	BBox	0.6161	0.5111	0.6479	0.5685
Nut	BBox	0.6119	0.6	0.6437	0.6601
Screw	BBox	0.4359	0.9324	0.5026	0.9925
Screw	BBox	0.4714	0	0.5531	0.0213
