Nut	BBox	0.3296	0.1398	0.3614	0.1953
Nut	BBox	0.3604	0.099	0.3911	0.1555
Nut	BBox	0.5421	0.1481	0.575	0.2009
Nut	BBox	0.5791	0.262	0.6104	0.3166
Nut	BBox	0.5375	0.3712	0.5697	0.4259
Nut	BBox	0.6265	0.5583	0.6578	0.6157
Nut	BBox	0.5442	0.6351	0.5781	0.6907
Nut	BBox	0.6276	0.624	0.6598	0.6805
Nut	BBox	0.5927	0.6481	0.625	0.7037
Washer	BBox	0.2666	0.4314	0.3151	0.5185
Washer	BBox	0.2729	0.5314	0.3208	0.6157
Washer	BBox	0.3156	0.6296	0.364	0.7175
Washer	BBox	0.413	0.612	0.4635	0.7009
Washer	BBox	0.3572	0.7185	0.4057	0.8055
Washer	BBox	0.4796	0.3287	0.5312	0.4175
Washer	BBox	0.5114	0.4435	0.5614	0.5314
Washer	BBox	0.5661	0.4907	0.6151	0.5768
Washer	BBox	0.6005	0.7009	0.651	0.787
Washer	BBox	0.4192	0.0787	0.4708	0.1666
Washer	BBox	0.4453	0.0046	0.4968	0.0925
Screw	BBox	0.3947	0.1194	0.4588	0.212
Screw	BBox	0.4713	0.0231	0.5197	0.1324
Screw	BBox	0.6177	0.0657	0.6447	0.1888
Screw	BBox	0.8026	0.3055	0.8401	0.4296
Nut	BBox	0.1875	0.1667	0.2219	0.2204
Screw	BBox	0.099	0.0907	0.1573	0.1769
