Screw	BBox	0.1427	0.3027	0.2125	0.3805
Screw	BBox	0.1182	0.3537	0.1671	0.4694
Screw	BBox	0.1348	0.5629	0.2062	0.6277
Screw	BBox	0.1833	0.6759	0.2161	0.8027
Screw	BBox	0.2156	0.7425	0.2822	0.8388
Screw	BBox	0.6182	0.2092	0.6848	0.3083
Screw	BBox	0.6427	0.7009	0.6973	0.8157
Nut	BBox	0.45	0.2379	0.4833	0.2981
Washer	BBox	0.5015	0.3435	0.5567	0.437
Washer	BBox	0.351	0.3851	0.4031	0.4796
Washer	BBox	0.4364	0.5277	0.4906	0.6212
Screw	BBox	0.2057	0.0092	0.2546	0.124
Screw	BBox	0.5239	0.0018	0.5572	0.0833
Nut	BBox	0.3635	0.8916	0.3958	0.9537
Nut	BBox	0.3953	0.8851	0.4286	0.9518
Screw	BBox	0.4552	0.9111	0.5265	0.9768
