Screw	BBox	0.3427	0.3064	0.4088	0.3555
Screw	BBox	0.2395	0.3824	0.3041	0.4583
Screw	BBox	0.4458	0.0324	0.5119	0.087
Screw	BBox	0.5161	0.0629	0.5744	0.1685
Screw	BBox	0.4666	0.9009	0.5296	0.9638
Washer	BBox	0.2942	0.2388	0.3416	0.325
Washer	BBox	0.2614	0.3	0.3098	0.3842
Washer	BBox	0.4729	0.3194	0.5213	0.4064
Washer	BBox	0.5229	0.2759	0.5713	0.3629
Washer	BBox	0.5401	0.412	0.5901	0.5
Washer	BBox	0.5067	0.1222	0.5588	0.212
Washer	BBox	0.6666	0.3833	0.7156	0.474
Washer	BBox	0.5348	0.6944	0.5843	0.7787
Washer	BBox	0.6125	0.8138	0.6619	0.8981
Nut	BBox	0.3229	0.5777	0.3552	0.6296
Nut	BBox	0.3338	0.6861	0.3656	0.7407
Nut	BBox	0.6447	0.2	0.676	0.2564
Nut	BBox	0.7369	0.287	0.7687	0.3435
Nut	BBox	0.7182	0.5092	0.7505	0.5657
Nut	BBox	0.6713	0.549	0.7031	0.6037
Nut	BBox	0.4276	0.099	0.4598	0.149
Nut	BBox	0.6692	0.9138	0.7015	0.9703
Washer	BBox	0.4864	0.9407	0.5338	1
Nut	BBox	0.1999	0.1731	0.2255	0.224
