Screw	BBox	0.3609	0.1981	0.4218	0.2462
Screw	BBox	0.338	0.2546	0.3593	0.3574
Screw	BBox	0.4552	0.1537	0.5078	0.2351
Screw	BBox	0.551	0.1694	0.6093	0.2305
Screw	BBox	0.726	0.5018	0.7869	0.5583
Nut	BBox	0.5343	0.2453	0.5645	0.3009
Nut	BBox	0.463	0.3509	0.4942	0.4074
Nut	BBox	0.602	0.3314	0.6328	0.3842
Nut	BBox	0.6645	0.437	0.6932	0.4879
Nut	BBox	0.5567	0.2879	0.5859	0.3444
Nut	BBox	0.4963	0.3833	0.5286	0.4379
Nut	BBox	0.3166	0.3009	0.3421	0.3527
Nut	BBox	0.3401	0.4425	0.3677	0.4944
Nut	BBox	0.4057	0.5398	0.4333	0.5888
Nut	BBox	0.4583	0.137	0.489	0.1879
Washer	BBox	0.3218	0.3694	0.3687	0.4481
Washer	BBox	0.3	0.4648	0.3437	0.5435
Washer	BBox	0.3484	0.4953	0.3895	0.5694
Washer	BBox	0.5104	0.1351	0.5583	0.224
Washer	BBox	0.6135	0.1944	0.6609	0.2731
Washer	BBox	0.5828	0.2564	0.6281	0.3379
Nut	BBox	0.325	0.0028	0.3484	0.0472
Nut	BBox	0.299	0	0.3219	0.0259
Washer	BBox	0.6344	0.0148	0.6755	0.0759
